,file_name,actor,emotions,emotion_id,statement,image_path
0,data/speech-emotion-recognition-ravdess-data/Actor_01/03-01-01-01-01-01-01.wav,1,neutral,1,1,data/images/03-01-01-01-01-01-01.png
1,data/speech-emotion-recognition-ravdess-data/Actor_01/03-01-02-01-01-01-01.wav,1,calm,2,1,data/images/03-01-02-01-01-01-01.png
2,data/speech-emotion-recognition-ravdess-data/Actor_01/03-01-03-01-01-01-01.wav,1,happy,3,1,data/images/03-01-03-01-01-01-01.png
3,data/speech-emotion-recognition-ravdess-data/Actor_01/03-01-04-01-01-01-01.wav,1,sad,4,1,data/images/03-01-04-01-01-01-01.png
4,data/speech-emotion-recognition-ravdess-data/Actor_01/03-01-05-01-01-01-01.wav,1,angry,5,1,data/images/03-01-05-01-01-01-01.png
5,data/speech-emotion-recognition-ravdess-data/Actor_01/03-01-06-01-01-01-01.wav,1,fear,6,1,data/images/03-01-06-01-01-01-01.png
6,data/speech-emotion-recognition-ravdess-data/Actor_01/03-01-07-01-01-01-01.wav,1,disgust,7,1,data/images/03-01-07-01-01-01-01.png
7,data/speech-emotion-recognition-ravdess-data/Actor_01/03-01-08-01-01-01-01.wav,1,surprise,8,1,data/images/03-01-08-01-01-01-01.png
8,data/speech-emotion-recognition-ravdess-data/Actor_01/03-01-01-01-02-01-01.wav,1,neutral,1,2,data/images/03-01-01-01-02-01-01.png
9,data/speech-emotion-recognition-ravdess-data/Actor_01/03-01-02-01-02-01-01.wav,1,calm,2,2,data/images/03-01-02-01-02-01-01.png
10,data/speech-emotion-recognition-ravdess-data/Actor_01/03-01-03-01-02-01-01.wav,1,happy,3,2,data/images/03-01-03-01-02-01-01.png
11,data/speech-emotion-recognition-ravdess-data/Actor_01/03-01-04-01-02-01-01.wav,1,sad,4,2,data/images/03-01-04-01-02-01-01.png
12,data/speech-emotion-recognition-ravdess-data/Actor_01/03-01-05-01-02-01-01.wav,1,angry,5,2,data/images/03-01-05-01-02-01-01.png
13,data/speech-emotion-recognition-ravdess-data/Actor_01/03-01-06-01-02-01-01.wav,1,fear,6,2,data/images/03-01-06-01-02-01-01.png
14,data/speech-emotion-recognition-ravdess-data/Actor_01/03-01-07-01-02-01-01.wav,1,disgust,7,2,data/images/03-01-07-01-02-01-01.png
15,data/speech-emotion-recognition-ravdess-data/Actor_01/03-01-08-01-02-01-01.wav,1,surprise,8,2,data/images/03-01-08-01-02-01-01.png
16,data/speech-emotion-recognition-ravdess-data/Actor_02/03-01-01-01-01-01-02.wav,2,neutral,1,1,data/images/03-01-01-01-01-01-02.png
17,data/speech-emotion-recognition-ravdess-data/Actor_02/03-01-02-01-01-01-02.wav,2,calm,2,1,data/images/03-01-02-01-01-01-02.png
18,data/speech-emotion-recognition-ravdess-data/Actor_02/03-01-03-01-01-01-02.wav,2,happy,3,1,data/images/03-01-03-01-01-01-02.png
19,data/speech-emotion-recognition-ravdess-data/Actor_02/03-01-04-01-01-01-02.wav,2,sad,4,1,data/images/03-01-04-01-01-01-02.png
20,data/speech-emotion-recognition-ravdess-data/Actor_02/03-01-05-01-01-01-02.wav,2,angry,5,1,data/images/03-01-05-01-01-01-02.png
21,data/speech-emotion-recognition-ravdess-data/Actor_02/03-01-06-01-01-01-02.wav,2,fear,6,1,data/images/03-01-06-01-01-01-02.png
22,data/speech-emotion-recognition-ravdess-data/Actor_02/03-01-07-01-01-01-02.wav,2,disgust,7,1,data/images/03-01-07-01-01-01-02.png
23,data/speech-emotion-recognition-ravdess-data/Actor_02/03-01-08-01-01-01-02.wav,2,surprise,8,1,data/images/03-01-08-01-01-01-02.png
24,data/speech-emotion-recognition-ravdess-data/Actor_02/03-01-01-01-02-01-02.wav,2,neutral,1,2,data/images/03-01-01-01-02-01-02.png
25,data/speech-emotion-recognition-ravdess-data/Actor_02/03-01-02-01-02-01-02.wav,2,calm,2,2,data/images/03-01-02-01-02-01-02.png
26,data/speech-emotion-recognition-ravdess-data/Actor_02/03-01-03-01-02-01-02.wav,2,happy,3,2,data/images/03-01-03-01-02-01-02.png
27,data/speech-emotion-recognition-ravdess-data/Actor_02/03-01-04-01-02-01-02.wav,2,sad,4,2,data/images/03-01-04-01-02-01-02.png
28,data/speech-emotion-recognition-ravdess-data/Actor_02/03-01-05-01-02-01-02.wav,2,angry,5,2,data/images/03-01-05-01-02-01-02.png
29,data/speech-emotion-recognition-ravdess-data/Actor_02/03-01-06-01-02-01-02.wav,2,fear,6,2,data/images/03-01-06-01-02-01-02.png
30,data/speech-emotion-recognition-ravdess-data/Actor_02/03-01-07-01-02-01-02.wav,2,disgust,7,2,data/images/03-01-07-01-02-01-02.png
31,data/speech-emotion-recognition-ravdess-data/Actor_02/03-01-08-01-02-01-02.wav,2,surprise,8,2,data/images/03-01-08-01-02-01-02.png
32,data/speech-emotion-recognition-ravdess-data/Actor_03/03-01-01-01-01-01-03.wav,3,neutral,1,1,data/images/03-01-01-01-01-01-03.png
33,data/speech-emotion-recognition-ravdess-data/Actor_03/03-01-02-01-01-01-03.wav,3,calm,2,1,data/images/03-01-02-01-01-01-03.png
34,data/speech-emotion-recognition-ravdess-data/Actor_03/03-01-03-01-01-01-03.wav,3,happy,3,1,data/images/03-01-03-01-01-01-03.png
35,data/speech-emotion-recognition-ravdess-data/Actor_03/03-01-04-01-01-01-03.wav,3,sad,4,1,data/images/03-01-04-01-01-01-03.png
36,data/speech-emotion-recognition-ravdess-data/Actor_03/03-01-05-01-01-01-03.wav,3,angry,5,1,data/images/03-01-05-01-01-01-03.png
37,data/speech-emotion-recognition-ravdess-data/Actor_03/03-01-06-01-01-01-03.wav,3,fear,6,1,data/images/03-01-06-01-01-01-03.png
38,data/speech-emotion-recognition-ravdess-data/Actor_03/03-01-07-01-01-01-03.wav,3,disgust,7,1,data/images/03-01-07-01-01-01-03.png
39,data/speech-emotion-recognition-ravdess-data/Actor_03/03-01-08-01-01-01-03.wav,3,surprise,8,1,data/images/03-01-08-01-01-01-03.png
40,data/speech-emotion-recognition-ravdess-data/Actor_03/03-01-01-01-02-01-03.wav,3,neutral,1,2,data/images/03-01-01-01-02-01-03.png
41,data/speech-emotion-recognition-ravdess-data/Actor_03/03-01-02-01-02-01-03.wav,3,calm,2,2,data/images/03-01-02-01-02-01-03.png
42,data/speech-emotion-recognition-ravdess-data/Actor_03/03-01-03-01-02-01-03.wav,3,happy,3,2,data/images/03-01-03-01-02-01-03.png
43,data/speech-emotion-recognition-ravdess-data/Actor_03/03-01-04-01-02-01-03.wav,3,sad,4,2,data/images/03-01-04-01-02-01-03.png
44,data/speech-emotion-recognition-ravdess-data/Actor_03/03-01-05-01-02-01-03.wav,3,angry,5,2,data/images/03-01-05-01-02-01-03.png
45,data/speech-emotion-recognition-ravdess-data/Actor_03/03-01-06-01-02-01-03.wav,3,fear,6,2,data/images/03-01-06-01-02-01-03.png
46,data/speech-emotion-recognition-ravdess-data/Actor_03/03-01-07-01-02-01-03.wav,3,disgust,7,2,data/images/03-01-07-01-02-01-03.png
47,data/speech-emotion-recognition-ravdess-data/Actor_03/03-01-08-01-02-01-03.wav,3,surprise,8,2,data/images/03-01-08-01-02-01-03.png
48,data/speech-emotion-recognition-ravdess-data/Actor_04/03-01-01-01-01-01-04.wav,4,neutral,1,1,data/images/03-01-01-01-01-01-04.png
49,data/speech-emotion-recognition-ravdess-data/Actor_04/03-01-02-01-01-01-04.wav,4,calm,2,1,data/images/03-01-02-01-01-01-04.png
50,data/speech-emotion-recognition-ravdess-data/Actor_04/03-01-03-01-01-01-04.wav,4,happy,3,1,data/images/03-01-03-01-01-01-04.png
51,data/speech-emotion-recognition-ravdess-data/Actor_04/03-01-04-01-01-01-04.wav,4,sad,4,1,data/images/03-01-04-01-01-01-04.png
52,data/speech-emotion-recognition-ravdess-data/Actor_04/03-01-05-01-01-01-04.wav,4,angry,5,1,data/images/03-01-05-01-01-01-04.png
53,data/speech-emotion-recognition-ravdess-data/Actor_04/03-01-06-01-01-01-04.wav,4,fear,6,1,data/images/03-01-06-01-01-01-04.png
54,data/speech-emotion-recognition-ravdess-data/Actor_04/03-01-07-01-01-01-04.wav,4,disgust,7,1,data/images/03-01-07-01-01-01-04.png
55,data/speech-emotion-recognition-ravdess-data/Actor_04/03-01-08-01-01-01-04.wav,4,surprise,8,1,data/images/03-01-08-01-01-01-04.png
56,data/speech-emotion-recognition-ravdess-data/Actor_04/03-01-01-01-02-01-04.wav,4,neutral,1,2,data/images/03-01-01-01-02-01-04.png
57,data/speech-emotion-recognition-ravdess-data/Actor_04/03-01-02-01-02-01-04.wav,4,calm,2,2,data/images/03-01-02-01-02-01-04.png
58,data/speech-emotion-recognition-ravdess-data/Actor_04/03-01-03-01-02-01-04.wav,4,happy,3,2,data/images/03-01-03-01-02-01-04.png
59,data/speech-emotion-recognition-ravdess-data/Actor_04/03-01-04-01-02-01-04.wav,4,sad,4,2,data/images/03-01-04-01-02-01-04.png
60,data/speech-emotion-recognition-ravdess-data/Actor_04/03-01-05-01-02-01-04.wav,4,angry,5,2,data/images/03-01-05-01-02-01-04.png
61,data/speech-emotion-recognition-ravdess-data/Actor_04/03-01-06-01-02-01-04.wav,4,fear,6,2,data/images/03-01-06-01-02-01-04.png
62,data/speech-emotion-recognition-ravdess-data/Actor_04/03-01-07-01-02-01-04.wav,4,disgust,7,2,data/images/03-01-07-01-02-01-04.png
63,data/speech-emotion-recognition-ravdess-data/Actor_04/03-01-08-01-02-01-04.wav,4,surprise,8,2,data/images/03-01-08-01-02-01-04.png
64,data/speech-emotion-recognition-ravdess-data/Actor_05/03-01-01-01-01-01-05.wav,5,neutral,1,1,data/images/03-01-01-01-01-01-05.png
65,data/speech-emotion-recognition-ravdess-data/Actor_05/03-01-02-01-01-01-05.wav,5,calm,2,1,data/images/03-01-02-01-01-01-05.png
66,data/speech-emotion-recognition-ravdess-data/Actor_05/03-01-03-01-01-01-05.wav,5,happy,3,1,data/images/03-01-03-01-01-01-05.png
67,data/speech-emotion-recognition-ravdess-data/Actor_05/03-01-04-01-01-01-05.wav,5,sad,4,1,data/images/03-01-04-01-01-01-05.png
68,data/speech-emotion-recognition-ravdess-data/Actor_05/03-01-05-01-01-01-05.wav,5,angry,5,1,data/images/03-01-05-01-01-01-05.png
69,data/speech-emotion-recognition-ravdess-data/Actor_05/03-01-06-01-01-01-05.wav,5,fear,6,1,data/images/03-01-06-01-01-01-05.png
70,data/speech-emotion-recognition-ravdess-data/Actor_05/03-01-07-01-01-01-05.wav,5,disgust,7,1,data/images/03-01-07-01-01-01-05.png
71,data/speech-emotion-recognition-ravdess-data/Actor_05/03-01-08-01-01-01-05.wav,5,surprise,8,1,data/images/03-01-08-01-01-01-05.png
72,data/speech-emotion-recognition-ravdess-data/Actor_05/03-01-01-01-02-01-05.wav,5,neutral,1,2,data/images/03-01-01-01-02-01-05.png
73,data/speech-emotion-recognition-ravdess-data/Actor_05/03-01-02-01-02-01-05.wav,5,calm,2,2,data/images/03-01-02-01-02-01-05.png
74,data/speech-emotion-recognition-ravdess-data/Actor_05/03-01-03-01-02-01-05.wav,5,happy,3,2,data/images/03-01-03-01-02-01-05.png
75,data/speech-emotion-recognition-ravdess-data/Actor_05/03-01-04-01-02-01-05.wav,5,sad,4,2,data/images/03-01-04-01-02-01-05.png
76,data/speech-emotion-recognition-ravdess-data/Actor_05/03-01-05-01-02-01-05.wav,5,angry,5,2,data/images/03-01-05-01-02-01-05.png
77,data/speech-emotion-recognition-ravdess-data/Actor_05/03-01-06-01-02-01-05.wav,5,fear,6,2,data/images/03-01-06-01-02-01-05.png
78,data/speech-emotion-recognition-ravdess-data/Actor_05/03-01-07-01-02-01-05.wav,5,disgust,7,2,data/images/03-01-07-01-02-01-05.png
79,data/speech-emotion-recognition-ravdess-data/Actor_05/03-01-08-01-02-01-05.wav,5,surprise,8,2,data/images/03-01-08-01-02-01-05.png
80,data/speech-emotion-recognition-ravdess-data/Actor_06/03-01-01-01-01-01-06.wav,6,neutral,1,1,data/images/03-01-01-01-01-01-06.png
81,data/speech-emotion-recognition-ravdess-data/Actor_06/03-01-02-01-01-01-06.wav,6,calm,2,1,data/images/03-01-02-01-01-01-06.png
82,data/speech-emotion-recognition-ravdess-data/Actor_06/03-01-03-01-01-01-06.wav,6,happy,3,1,data/images/03-01-03-01-01-01-06.png
83,data/speech-emotion-recognition-ravdess-data/Actor_06/03-01-04-01-01-01-06.wav,6,sad,4,1,data/images/03-01-04-01-01-01-06.png
84,data/speech-emotion-recognition-ravdess-data/Actor_06/03-01-05-01-01-01-06.wav,6,angry,5,1,data/images/03-01-05-01-01-01-06.png
85,data/speech-emotion-recognition-ravdess-data/Actor_06/03-01-06-01-01-01-06.wav,6,fear,6,1,data/images/03-01-06-01-01-01-06.png
86,data/speech-emotion-recognition-ravdess-data/Actor_06/03-01-07-01-01-01-06.wav,6,disgust,7,1,data/images/03-01-07-01-01-01-06.png
87,data/speech-emotion-recognition-ravdess-data/Actor_06/03-01-08-01-01-01-06.wav,6,surprise,8,1,data/images/03-01-08-01-01-01-06.png
88,data/speech-emotion-recognition-ravdess-data/Actor_06/03-01-01-01-02-01-06.wav,6,neutral,1,2,data/images/03-01-01-01-02-01-06.png
89,data/speech-emotion-recognition-ravdess-data/Actor_06/03-01-02-01-02-01-06.wav,6,calm,2,2,data/images/03-01-02-01-02-01-06.png
90,data/speech-emotion-recognition-ravdess-data/Actor_06/03-01-03-01-02-01-06.wav,6,happy,3,2,data/images/03-01-03-01-02-01-06.png
91,data/speech-emotion-recognition-ravdess-data/Actor_06/03-01-04-01-02-01-06.wav,6,sad,4,2,data/images/03-01-04-01-02-01-06.png
92,data/speech-emotion-recognition-ravdess-data/Actor_06/03-01-05-01-02-01-06.wav,6,angry,5,2,data/images/03-01-05-01-02-01-06.png
93,data/speech-emotion-recognition-ravdess-data/Actor_06/03-01-06-01-02-01-06.wav,6,fear,6,2,data/images/03-01-06-01-02-01-06.png
94,data/speech-emotion-recognition-ravdess-data/Actor_06/03-01-07-01-02-01-06.wav,6,disgust,7,2,data/images/03-01-07-01-02-01-06.png
95,data/speech-emotion-recognition-ravdess-data/Actor_06/03-01-08-01-02-01-06.wav,6,surprise,8,2,data/images/03-01-08-01-02-01-06.png
96,data/speech-emotion-recognition-ravdess-data/Actor_07/03-01-01-01-01-01-07.wav,7,neutral,1,1,data/images/03-01-01-01-01-01-07.png
97,data/speech-emotion-recognition-ravdess-data/Actor_07/03-01-02-01-01-01-07.wav,7,calm,2,1,data/images/03-01-02-01-01-01-07.png
98,data/speech-emotion-recognition-ravdess-data/Actor_07/03-01-03-01-01-01-07.wav,7,happy,3,1,data/images/03-01-03-01-01-01-07.png
99,data/speech-emotion-recognition-ravdess-data/Actor_07/03-01-04-01-01-01-07.wav,7,sad,4,1,data/images/03-01-04-01-01-01-07.png
100,data/speech-emotion-recognition-ravdess-data/Actor_07/03-01-05-01-01-01-07.wav,7,angry,5,1,data/images/03-01-05-01-01-01-07.png
101,data/speech-emotion-recognition-ravdess-data/Actor_07/03-01-06-01-01-01-07.wav,7,fear,6,1,data/images/03-01-06-01-01-01-07.png
102,data/speech-emotion-recognition-ravdess-data/Actor_07/03-01-07-01-01-01-07.wav,7,disgust,7,1,data/images/03-01-07-01-01-01-07.png
103,data/speech-emotion-recognition-ravdess-data/Actor_07/03-01-08-01-01-01-07.wav,7,surprise,8,1,data/images/03-01-08-01-01-01-07.png
104,data/speech-emotion-recognition-ravdess-data/Actor_07/03-01-01-01-02-01-07.wav,7,neutral,1,2,data/images/03-01-01-01-02-01-07.png
105,data/speech-emotion-recognition-ravdess-data/Actor_07/03-01-02-01-02-01-07.wav,7,calm,2,2,data/images/03-01-02-01-02-01-07.png
106,data/speech-emotion-recognition-ravdess-data/Actor_07/03-01-03-01-02-01-07.wav,7,happy,3,2,data/images/03-01-03-01-02-01-07.png
107,data/speech-emotion-recognition-ravdess-data/Actor_07/03-01-04-01-02-01-07.wav,7,sad,4,2,data/images/03-01-04-01-02-01-07.png
108,data/speech-emotion-recognition-ravdess-data/Actor_07/03-01-05-01-02-01-07.wav,7,angry,5,2,data/images/03-01-05-01-02-01-07.png
109,data/speech-emotion-recognition-ravdess-data/Actor_07/03-01-06-01-02-01-07.wav,7,fear,6,2,data/images/03-01-06-01-02-01-07.png
110,data/speech-emotion-recognition-ravdess-data/Actor_07/03-01-07-01-02-01-07.wav,7,disgust,7,2,data/images/03-01-07-01-02-01-07.png
111,data/speech-emotion-recognition-ravdess-data/Actor_07/03-01-08-01-02-01-07.wav,7,surprise,8,2,data/images/03-01-08-01-02-01-07.png
112,data/speech-emotion-recognition-ravdess-data/Actor_08/03-01-01-01-01-01-08.wav,8,neutral,1,1,data/images/03-01-01-01-01-01-08.png
113,data/speech-emotion-recognition-ravdess-data/Actor_08/03-01-02-01-01-01-08.wav,8,calm,2,1,data/images/03-01-02-01-01-01-08.png
114,data/speech-emotion-recognition-ravdess-data/Actor_08/03-01-03-01-01-01-08.wav,8,happy,3,1,data/images/03-01-03-01-01-01-08.png
115,data/speech-emotion-recognition-ravdess-data/Actor_08/03-01-04-01-01-01-08.wav,8,sad,4,1,data/images/03-01-04-01-01-01-08.png
116,data/speech-emotion-recognition-ravdess-data/Actor_08/03-01-05-01-01-01-08.wav,8,angry,5,1,data/images/03-01-05-01-01-01-08.png
117,data/speech-emotion-recognition-ravdess-data/Actor_08/03-01-06-01-01-01-08.wav,8,fear,6,1,data/images/03-01-06-01-01-01-08.png
118,data/speech-emotion-recognition-ravdess-data/Actor_08/03-01-07-01-01-01-08.wav,8,disgust,7,1,data/images/03-01-07-01-01-01-08.png
119,data/speech-emotion-recognition-ravdess-data/Actor_08/03-01-08-01-01-01-08.wav,8,surprise,8,1,data/images/03-01-08-01-01-01-08.png
120,data/speech-emotion-recognition-ravdess-data/Actor_08/03-01-01-01-02-01-08.wav,8,neutral,1,2,data/images/03-01-01-01-02-01-08.png
121,data/speech-emotion-recognition-ravdess-data/Actor_08/03-01-02-01-02-01-08.wav,8,calm,2,2,data/images/03-01-02-01-02-01-08.png
